Series Name	Series Code	Country Name	Country Code	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	United Kingdom	GBR	77.390243902439	77.7414634146342	77.9926829268293	78.1439024390244	78.4463414634146	78.7463414634146	79.0487804878049	79.2487804878049	79.4487804878049	79.6	80.0512195121951	80.4024390243902	80.9512195121951	80.9048780487805	81.0048780487805	81.3048780487805	80.9560975609756	80.9560975609756	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	United States	USA	76.5829268292683	76.6365853658537	76.8365853658537	76.9365853658537	77.0365853658537	77.4878048780488	77.4878048780488	77.6878048780488	77.9878048780488	78.0390243902439	78.390243902439	78.5414634146342	78.6414634146341	78.7414634146342	78.7414634146342	78.8414634146341	78.690243902439	78.690243902439	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	Uruguay	URY	74.577	74.805	75.022	75.229	75.427	75.614	75.792	75.961	76.124	76.282	76.436	76.588	76.739	76.89	77.04	77.19	77.341	77.493	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	Uzbekistan	UZB	66.959	67.154	67.366	67.594	67.837	68.094	68.367	68.663	68.982	69.319	69.665	70.005	70.322	70.604	70.844	71.039	71.192	71.314	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	Vanuatu	VUT	67.043	67.438	67.82	68.189	68.545	68.889	69.221	69.541	69.852	70.152	70.442	70.721	70.988	71.241	71.481	71.709	71.925	72.133	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	Venezuela, RB	VEN	72.027	72.281	72.507	72.704	72.872	73.015	73.134	73.235	73.327	73.419	73.516	73.625	73.748	73.885	74.035	74.196	74.367	74.545	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	Vietnam	VNM	73.03	73.265	73.487	73.695	73.893	74.082	74.263	74.438	74.609	74.777	74.946	75.117	75.294	75.476	75.663	75.855	76.052	76.253	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	Virgin Islands (U.S.)	VIR	76.4618536585366	76.619512195122	77.6731707317073	77.6219512195122	77.5731707317073	77.8731707317073	77.4219512195122	78.4756097560976	76.8609756097561	77.2634146341463	77.6146341463415	77.9658536585366	78.4170731707317	78.6682926829268	78.8682926829268	78.9682926829268	79.1682926829268	79.2682926829268	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	West Bank and Gaza	PSE	70.592	70.778	70.95	71.115	71.277	71.44	71.605	71.773	71.942	72.11	72.277	72.444	72.613	72.783	72.954	73.126	73.299	73.473	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	Yemen, Rep.	YEM	60.155	60.382	60.631	60.903	61.2	61.52	61.857	62.205	62.552	62.888	63.208	63.508	63.786	64.046	64.291	64.523	64.743	64.953	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	Zambia	ZMB	44.104	44.702	45.448	46.33	47.33	48.432	49.63	50.929	52.313	53.749	55.194	56.588	57.872	59.011	59.982	60.775	61.397	61.874	..	..
"Life expectancy at birth, total (years)"	SP.DYN.LE00.IN	Zimbabwe	ZWE	45.647	44.841	44.326	44.109	44.188	44.571	45.282	46.344	47.719	49.337	51.122	52.975	54.8	56.516	58.053	59.36	60.398	61.163	..	..
